Word,file1_col1,file1_col2,file2_col1,file2_col2,file2_col3,file2_col4,file2_col5,file2_col6,file2_col7,file2_col8,file2_col9,file2_col10,file2_col11,file2_col12,file2_col13,file2_col14,file2_col15,file2_col16,file2_col17,file2_col18
specialist,2113,specialist,specialist,specialists,,,,,,,,,,,,,,,,
specialize,2387,specialize,specialize,specializes,specialized,specializing,specialise,specialises,specialised,specialising,specialisings,,,,,,,,,
specially,3134,specially,specially,,,,,,,,,,,,,,,,,
specialty,3960,specialty,specialty,specialties,speciality,specialities,,,,,,,,,,,,,,
species,2648,species,species,,,,,,,,,,,,,,,,,
specific,841,specific,specific,specifics,,,,,,,,,,,,,,,,
specifically,1703,specifically,specifically,,,,,,,,,,,,,,,,,
specification,3642,specification,specification,specifications,,,,,,,,,,,,,,,,
specify,2376,specify,specify,specifies,specified,specifying,specifyings,,,,,,,,,,,,,
specimen,4051,specimen,specimen,specimens,,,,,,,,,,,,,,,,
spectator,4832,spectator,spectator,spectators,,,,,,,,,,,,,,,,
spectrum,3241,spectrum,spectrum,spectrums,spectra,,,,,,,,,,,,,,,
speech,944,speech,speech,speeches,,,,,,,,,,,,,,,,
speed,1156,speed,speed,speeds,sped,speeded,speeding,speedings,,,,,,,,,,,,
spell,2022,spell,spell,spells,spelled,spelling,spelt,spellings,,,,,,,,,,,,
spend,308,spend,spend,spended;spends,spended;spending,spending;spent,spendings;spent,spendings,,,,,,,,,,,,
sperm,3220,sperm,sperm,sperms,,,,,,,,,,,,,,,,
sphere,4026,sphere,sphere,spheres,,,,,,,,,,,,,,,,
spill,3741,spill,spill,spills,spilled,spilling,spilt,spillings,,,,,,,,,,,,
spin,2378,spin,spin,spins,spun,spinning,spinnings,,,,,,,,,,,,,
spirit,1383,spirit,spirit,spirits,spirited,spiriting,spiritings,,,,,,,,,,,,,
spite,2901,spite,spite,,,,,,,,,,,,,,,,,
split,1986,split,split,splits,splitted,splitting,splittings,,,,,,,,,,,,,
sponsor,2331,sponsor,sponsor,sponsors,sponsored,sponsoring,sponsorings,,,,,,,,,,,,,
spontaneous,4661,spontaneous,spontaneous,,,,,,,,,,,,,,,,,
sport,653,sport,sport,sports,sported,sporting,sportings,,,,,,,,,,,,,
spot,1188,spot,spot,spots,spotted,spotting,spottings,,,,,,,,,,,,,
spouse,4234,spouse,spouse,spouses,,,,,,,,,,,,,,,,
spray,3540,spray,spray,sprays,sprayed,spraying,sprayings,,,,,,,,,,,,,
spread,1247,spread,spread,spreads,spreaded,spreading,spreadings,,,,,,,,,,,,,
spring,1382,spring,spring,springs,sprang,sprung,springing,springings,,,,,,,,,,,,
square,1493,square,square,squares,squared,squaring,squarer,squarest,,,,,,,,,,,,
stability,2626,stability,stability,stabilities,,,,,,,,,,,,,,,,
stabilize,4754,stabilize,stabilize,stabilizes,stabilized,stabilizing,stabilizings,stabilise,stabilises,stabilised,stabilising,stabilisings,,,,,,,,
stable,1847,stable,stable,stables,stabled,stabling,stablings,,,,,,,,,,,,,
stack,3527,stack,stack,stacks,stacked,stacking,stackings,,,,,,,,,,,,,
stadium,3853,stadium,stadium,stadiums,,,,,,,,,,,,,,,,
staff,481,staff,staff,staffed;staffs,staffed;staffing,staffing;staffings,staffings,,,,,,,,,,,,,
stage,601,stage,stage,staged;stages,staged;staging,staging;stagings,stagings,,,,,,,,,,,,,
stain,2808,stain,stain,stains,stained,staining,stainings,,,,,,,,,,,,,
stair,2680,stair,stair,stairs,,,,,,,,,,,,,,,,
stake,2575,stake,stake,stakes,staked,staking,stakings,,,,,,,,,,,,,
stamp,2704,stamp,stamp,stamps,stamped,stamping,stampings,,,,,,,,,,,,,
stance,3613,stance,stance,stances,stanced,stancing,stancings,,,,,,,,,,,,,
stand,359,stand,stand,stands;stood,standing;stood,standed;standing,standed;standings,standings,,,,,,,,,,,,
standard,597,standard,standard,standards,,,,,,,,,,,,,,,,
standardize,4526,standardize,standardize,standardizes,standardized,standardizing,standardise,standardises,standardised,standardising,standardisings,,,,,,,,,
star,896,star,star,stars,starred,starring,starrings,,,,,,,,,,,,,
stare,2156,stare,stare,stares,stared,staring,starings,,,,,,,,,,,,,
start,186,start,start,started;starts,started;starting,starting;startings,startings,,,,,,,,,,,,,
state,249,state,state,stated;states,stated;stating,stating;statings,statings,,,,,,,,,,,,,
statement,819,statement,statement,statemented;statements,statemented;statementing,statementing;statementings,statementings,,,,,,,,,,,,,
static,4629,static,static,statics,,,,,,,,,,,,,,,,
station,759,station,station,stations,stationed,stationing,stationings,,,,,,,,,,,,,
statistic,2306,statistic,statistic,,,,,,,,,,,,,,,,,
statistical,3354,statistical,statistical,statisticals,,,,,,,,,,,,,,,,
statue,3812,statue,statue,statues,,,,,,,,,,,,,,,,
status,1177,status,status,,,,,,,,,,,,,,,,,
stay,395,stay,stay,stayed;stays,stayed;staying,staying;stayings,stayings,,,,,,,,,,,,,
steadily,3179,steadily,steadily,,,,,,,,,,,,,,,,,
steady,2161,steady,steady,steadies,steadied,steadying,steadyed,steadier,steadiest,,,,,,,,,,,
steal,1757,steal,steal,steals,stole,stealing,stolen,stealed,,,,,,,,,,,,
steel,2222,steel,steel,steels,steeled,steeling,steelings,,,,,,,,,,,,,
steer,3569,steer,steer,steers,steered,steering,steerings,,,,,,,,,,,,,
stem,2252,stem,stem,stems,stemmed,stemming,stemmings,,,,,,,,,,,,,
step,527,step,step,stepped;steps,stepped;stepping,stepping;steppings,steppings,,,,,,,,,,,,,
stereotype,3954,stereotype,stereotype,stereotypes,stereotyped,stereotyping,stereotypings,,,,,,,,,,,,,
stick,1060,stick,stick,sticks;stuck,sticking;stuck,sticked;sticking,sticked,,,,,,,,,,,,,
still,169,still,still,stilled;stills,stilled;stilling,stiller;stilling,stiller;stillest,stillest,,,,,,,,,,,,
stimulate,2671,stimulate,stimulate,stimulates,stimulated,stimulating,stimulatings,,,,,,,,,,,,,
stimulus,3195,stimulus,stimulus,stimuli,,,,,,,,,,,,,,,,
stir,2790,stir,stir,stirs,stirred,stirring,stirrings,,,,,,,,,,,,,
stock,741,stock,stock,stocks,stocked,stocking,,,,,,,,,,,,,,
stomach,2687,stomach,stomach,stomachs,stomached,stomaching,stomachings,,,,,,,,,,,,,
stone,1424,stone,stone,stones,stoned,stoning,stonings,,,,,,,,,,,,,
stop,397,stop,stop,stopped;stops,stopped;stopping,stopping;stoppings,stoppings,,,,,,,,,,,,,
storage,2757,storage,storage,storages,,,,,,,,,,,,,,,,
store,667,store,store,stores,stored,storing,storings,,,,,,,,,,,,,
storm,2049,storm,storm,storms,stormed,storming,stormings,,,,,,,,,,,,,
story,356,story,story,storied;stories,storey;storied,storey;storys,storeys;storys,storeys,,,,,,,,,,,,
straight,1122,straight,straight,straighter;straightest,straightest;straights,straights,,,,,,,,,,,,,,
straightforward,3740,straightforward,straightforward,,,,,,,,,,,,,,,,,
strain,2229,strain,strain,strains,strained,straining,strainings,,,,,,,,,,,,,
strand,3375,strand,strand,strands,stranded,stranding,strandings,,,,,,,,,,,,,
strange,1395,strange,strange,strangest,,,,,,,,,,,,,,,,
stranger,2775,stranger,stranger,strangers,,,,,,,,,,,,,,,,
strategic,2882,strategic,strategic,,,,,,,,,,,,,,,,,
strategy,889,strategy,strategy,strategies,,,,,,,,,,,,,,,,
stream,2198,stream,stream,streams,streamed,streaming,streamings,,,,,,,,,,,,,
street,648,street,street,streets,,,,,,,,,,,,,,,,
strength,1313,strength,strength,strengths,,,,,,,,,,,,,,,,
strengthen,2602,strengthen,strengthen,strengthens,strengthened,strengthening,strengthenings,,,,,,,,,,,,,
stress,1094,stress,stress,stresses,stressed,stressing,stressings,,,,,,,,,,,,,
stretch,1683,stretch,stretch,stretches,stretched,stretching,stretchs,,,,,,,,,,,,,
strict,2618,strict,strict,stricter,strictest,,,,,,,,,,,,,,,
strictly,3289,strictly,strictly,,,,,,,,,,,,,,,,,
strike,826,strike,strike,strikes,struck,striking,strikings,,,,,,,,,,,,,
string,2139,string,string,strings,strung,stringing,stringed,,,,,,,,,,,,,
strip,2290,strip,strip,strips,stripped,stripping,strippings,,,,,,,,,,,,,
stripe,4587,stripe,stripe,stripes,striped,striping,stripings,,,,,,,,,,,,,
stroke,2450,stroke,stroke,strokes,stroked,stroking,strokings,,,,,,,,,,,,,
strong,511,strong,strong,stronger;strongest,strongest,,,,,,,,,,,,,,,
strongly,1595,strongly,strongly,,,,,,,,,,,,,,,,,
structural,2813,structural,structural,structurals,,,,,,,,,,,,,,,,
structure,717,structure,structure,structures,structured,structuring,structurings,,,,,,,,,,,,,
struggle,1221,struggle,struggle,struggles,struggled,struggling,strugglings,,,,,,,,,,,,,
student,298,student,student,students,,,,,,,,,,,,,,,,
studio,1533,studio,studio,studios,,,,,,,,,,,,,,,,
study,237,study,study,studied;studies,studied;studying,studying;studyings,studyings,,,,,,,,,,,,,
stuff,802,stuff,stuff,stuffed;stuffs,stuffed;stuffing,stuffing;stuffings,stuffings,,,,,,,,,,,,,
stupid,2413,stupid,stupid,stupider,stupidest,,,,,,,,,,,,,,,
style,915,style,style,styles,styled,styling,stylings,,,,,,,,,,,,,
sub,4700,sub,sub,subs,subbed,subbing,subbings,,,,,,,,,,,,,
subject,411,subject,subject,subjected;subjects,subjected;subjecting,subjecting;subjectings,subjectings,,,,,,,,,,,,,
subjective,4828,subjective,subjective,,,,,,,,,,,,,,,,,
submission,4500,submission,submission,submissions,,,,,,,,,,,,,,,,
submit,2120,submit,submit,submits,submitted,submitting,submittings,,,,,,,,,,,,,
subscription,4952,subscription,subscription,subscriptions,,,,,,,,,,,,,,,,
subsequent,2301,subsequent,subsequent,,,,,,,,,,,,,,,,,
subsequently,2799,subsequently,subsequently,,,,,,,,,,,,,,,,,
substance,2280,substance,substance,substances,,,,,,,,,,,,,,,,
substantial,1944,substantial,substantial,substantials,,,,,,,,,,,,,,,,
substantially,3668,substantially,substantially,,,,,,,,,,,,,,,,,
substitute,2765,substitute,substitute,substitutes,substituted,substituting,substitutings,,,,,,,,,,,,,
subtle,3424,subtle,subtle,subtler,subtlest,,,,,,,,,,,,,,,
suburb,3250,suburb,suburb,suburbs,,,,,,,,,,,,,,,,
succeed,1636,succeed,succeed,succeeds,succeeded,succeeding,succeedings,,,,,,,,,,,,,
success,775,success,success,successes,,,,,,,,,,,,,,,,
successful,922,successful,successful,,,,,,,,,,,,,,,,,
successfully,2483,successfully,successfully,,,,,,,,,,,,,,,,,
such,150,such,such,,,,,,,,,,,,,,,,,
sudden,1990,sudden,sudden,,,,,,,,,,,,,,,,,
suddenly,1047,suddenly,suddenly,,,,,,,,,,,,,,,,,
sue,3398,sue,sue,sues,sued,suing,sueing,sueings,,,,,,,,,,,,
suffer,888,suffer,suffer,suffers,suffered,sufferring,sufferred,suffering,sufferrings,sufferings,,,,,,,,,,
sufficient,1982,sufficient,sufficient,,,,,,,,,,,,,,,,,
sufficiently,3526,sufficiently,sufficiently,,,,,,,,,,,,,,,,,
sugar,2284,sugar,sugar,sugars,sugared,,,,,,,,,,,,,,,
suggest,379,suggest,suggest,suggested;suggests,suggested;suggesting,suggesting;suggestings,suggestings,,,,,,,,,,,,,
suggestion,1334,suggestion,suggestion,suggestions,,,,,,,,,,,,,,,,
suicide,2907,suicide,suicide,suicides,,,,,,,,,,,,,,,,
suit,1172,suit,suit,suits,suited,suiting,suitings,,,,,,,,,,,,,
suitable,1688,suitable,suitable,suitables,,,,,,,,,,,,,,,,
suitcase,4231,suitcase,suitcase,suitcases,,,,,,,,,,,,,,,,
suite,3724,suite,suite,suites,,,,,,,,,,,,,,,,
sum,1425,sum,sum,sums,summed,summing,summings,,,,,,,,,,,,,
summarize,2779,summarize,summarize,summarizes,summarized,summarizing,summarise,summarises,summarised,summarising,summarisings,,,,,,,,,
summary,2368,summary,summary,summaries,,,,,,,,,,,,,,,,
summer,704,summer,summer,summered;summers,summered;summering,summering;summerings,summerings,,,,,,,,,,,,,
sun,1411,sun,sun,suns,sunned,sunning,sunnings,,,,,,,,,,,,,
sunny,3334,sunny,sunny,sunnier,sunniest,,,,,,,,,,,,,,,
sunshine,4618,sunshine,sunshine,,,,,,,,,,,,,,,,,
super,4007,super,super,supers,,,,,,,,,,,,,,,,
superb,3793,superb,superb,,,,,,,,,,,,,,,,,
superior,2934,superior,superior,superiors,,,,,,,,,,,,,,,,
supermarket,2937,supermarket,supermarket,supermarkets,,,,,,,,,,,,,,,,
supervise,4243,supervise,supervise,supervises,supervised,supervising,supervize,supervizes,supervized,supervizing,supervizings,,,,,,,,,
supervisor,4241,supervisor,supervisor,supervisors,,,,,,,,,,,,,,,,
supplement,2766,supplement,supplement,supplements,supplemented,supplementing,supplementings,,,,,,,,,,,,,
supplier,2054,supplier,supplier,suppliers,,,,,,,,,,,,,,,,
supply,864,supply,supply,supplies,supplied,supplying,supplyings,,,,,,,,,,,,,
support,322,support,support,supported;supports,supported;supporting,supporting;supportings,supportings,,,,,,,,,,,,,
supporter,2159,supporter,supporter,supporters,,,,,,,,,,,,,,,,
suppose,660,suppose,suppose,supposed;supposes,supposed;supposing,supposing;supposings,supposings,,,,,,,,,,,,,
supposedly,4293,supposedly,supposedly,,,,,,,,,,,,,,,,,
sure,329,sure,sure,surer;surest,surest,,,,,,,,,,,,,,,
surely,1726,surely,surely,,,,,,,,,,,,,,,,,
surf,3881,surf,surf,surfs,surfed,surfing,surfings,,,,,,,,,,,,,
surface,1211,surface,surface,surfaces,surfaced,surfacing,surfacings,,,,,,,,,,,,,
surgeon,3774,surgeon,surgeon,surgeons,,,,,,,,,,,,,,,,
surgery,2399,surgery,surgery,surgeries,,,,,,,,,,,,,,,,
surplus,3570,surplus,surplus,surpluses,,,,,,,,,,,,,,,,
surprise,684,surprise,surprise,surprised;surprises,surprised;surprising,surprising;surprisings,surprisings,,,,,,,,,,,,,
surprisingly,2696,surprisingly,surprisingly,,,,,,,,,,,,,,,,,
surround,1224,surround,surround,surrounds,surrounded,surrounding,surroundings,,,,,,,,,,,,,
survey,1058,survey,survey,surveys,surveyed,surveying,surveyings,,,,,,,,,,,,,
survival,2461,survival,survival,survivals,,,,,,,,,,,,,,,,
survive,1268,survive,survive,survives,survived,surviving,survivings,,,,,,,,,,,,,
suspect,1540,suspect,suspect,suspects,suspected,suspecting,suspectings,,,,,,,,,,,,,
suspend,2804,suspend,suspend,suspends,suspended,suspending,suspendings,,,,,,,,,,,,,
suspicious,4096,suspicious,suspicious,,,,,,,,,,,,,,,,,
sustain,2323,sustain,sustain,sustains,sustained,sustaining,sustainings,,,,,,,,,,,,,
sustainable,4211,sustainable,sustainable,sustainables,,,,,,,,,,,,,,,,
swap,4378,swap,swap,swaps,swapped,swapping,swappings,,,,,,,,,,,,,
swear,2785,swear,swear,swears,swore,swearing,sworn,sweared,,,,,,,,,,,,
sweater,4538,sweater,sweater,sweaters,,,,,,,,,,,,,,,,
sweep,2186,sweep,sweep,sweeps,swept,sweeping,sweepings,,,,,,,,,,,,,
sweet,1831,sweet,sweet,sweets,sweeter,sweetest,,,,,,,,,,,,,,
swell,3494,swell,swell,swells,swelled,swelling,swollen,,,,,,,,,,,,,
swim,1441,swim,swim,swims,swam,swimming,swum,swimmed,,,,,,,,,,,,
swing,1987,swing,swing,swings,swung,swinging,swingings,,,,,,,,,,,,,
switch,1513,switch,switch,switches,switched,switching,switchings,,,,,,,,,,,,,
sword,4422,sword,sword,swords,sworded,swording,swordings,,,,,,,,,,,,,
syllable,4716,syllable,syllable,syllables,syllabled,,,,,,,,,,,,,,,
symbol,2217,symbol,symbol,symbols,,,,,,,,,,,,,,,,
symbolic,4046,symbolic,symbolic,symbolics,,,,,,,,,,,,,,,,
symptom,2121,symptom,symptom,symptoms,,,,,,,,,,,,,,,,
syndrome,4291,syndrome,syndrome,syndromes,,,,,,,,,,,,,,,,
system,229,system,system,systems,,,,,,,,,,,,,,,,
systematic,3970,systematic,systematic,systematics,,,,,,,,,,,,,,,,
table,500,table,table,tabled;tables,tabled;tabling,tabling;tablings,tablings,,,,,,,,,,,,,
tackle,2556,tackle,tackle,tackles,tackled,tackling,tacklings,,,,,,,,,,,,,
tactic,3515,tactic,tactic,tactics,,,,,,,,,,,,,,,,
tag,3493,tag,tag,tags,tagged,tagging,taggings,,,,,,,,,,,,,
tail,2590,tail,tail,tails,tailed,tailing,tailings,,,,,,,,,,,,,
tailor,4552,tailor,tailor,tailors,tailored,tailoring,tailorings,,,,,,,,,,,,,
take,109,take,take,takes;took,taking;took,taken;taking,taken;takings,takings,,,,,,,,,,,,
tale,2596,tale,tale,tales,,,,,,,,,,,,,,,,
talent,1840,talent,talent,talents,talented,,,,,,,,,,,,,,,
talk,187,talk,talk,talked;talks,talked;talking,talkin;talking,talkin,,,,,,,,,,,,,
tall,1835,tall,tall,taller,tallest,,,,,,,,,,,,,,,
tank,2239,tank,tank,tanks,tanked,tanking,tankings,,,,,,,,,,,,,
tap,2347,tap,tap,taps,tapped,tapping,tappings,,,,,,,,,,,,,
tape,1421,tape,tape,taped;tapes,taped;taping,taping;tapings,tapings,,,,,,,,,,,,,
target,847,target,target,targets,targeted,targeting,targetings,,,,,,,,,,,,,
task,904,task,task,tasks,tasked,tasking,taskings,,,,,,,,,,,,,
taste,1463,taste,taste,tastes,tasted,tasting,tastings,,,,,,,,,,,,,
tax,837,tax,tax,taxed;taxes,taxed;taxing,taxing;taxings,taxings,,,,,,,,,,,,,
taxi,1198,taxi,taxi,taxis,taxiing,taxies,,,,,,,,,,,,,,
tea,1649,tea,tea,teas,,,,,,,,,,,,,,,,
teach,589,teach,teach,taught;teaches,taught;teaching,teaching;teachings,teachings,,,,,,,,,,,,,
teacher,546,teacher,teacher,teachers,,,,,,,,,,,,,,,,
team,457,team,team,teamed;teams,teamed;teaming,teaming;teamings,teamings,,,,,,,,,,,,,
tear,1520,tear,tear,tears,tore,torn,teared,tearing,tearings,,,,,,,,,,,
tech,4781,tech,tech,techs,,,,,,,,,,,,,,,,
technical,1508,technical,technical,technicals,,,,,,,,,,,,,,,,
technically,4496,technically,technically,,,,,,,,,,,,,,,,,
technique,1274,technique,technique,techniques,,,,,,,,,,,,,,,,
technology,613,technology,technology,technologies,,,,,,,,,,,,,,,,
teen,3362,teen,teen,teens,,,,,,,,,,,,,,,,
teenager,2396,teenager,teenager,teenagers,,,,,,,,,,,,,,,,
telecommunication,4477,telecommunication,telecommunication,telecommunications,,,,,,,,,,,,,,,,
telephone,1086,telephone,telephone,telephones,telephoned,telephoning,telephonings,,,,,,,,,,,,,
television,845,television,television,televisions,,,,,,,,,,,,,,,,
tell,153,tell,tell,tells;told,telling;told,tellin;telling,telled;tellin,telled,,,,,,,,,,,,
temperature,1502,temperature,temperature,temperatures,,,,,,,,,,,,,,,,
temporarily,4461,temporarily,temporarily,,,,,,,,,,,,,,,,,
temporary,1870,temporary,temporary,,,,,,,,,,,,,,,,,
tempt,3328,tempt,tempt,tempts,tempted,tempting,temptings,,,,,,,,,,,,,
ten,27,ten,ten,tens,tenth,tenths,,,,,,,,,,,,,,
tenant,3560,tenant,tenant,tenants,tenanted,tenanting,tenantings,,,,,,,,,,,,,
tend,893,tend,tend,tended;tends,tended;tending,tending;tendings,tendings,,,,,,,,,,,,,
tendency,2458,tendency,tendency,tendencies,,,,,,,,,,,,,,,,
tender,2837,tender,tender,tenders,tendered,tendering,tenderings,,,,,,,,,,,,,
tennis,1967,tennis,tennis,,,,,,,,,,,,,,,,,
tense,3284,tense,tense,tenses,tensed,tensing,tensings,,,,,,,,,,,,,
tension,2125,tension,tension,tensions,tensioned,tensioning,tensionings,,,,,,,,,,,,,
tent,2772,tent,tent,tents,tented,tenting,tentings,,,,,,,,,,,,,
term,330,term,term,termed;terms,termed;terming,terming;termings,termings,,,,,,,,,,,,,
terminal,3164,terminal,terminal,terminals,,,,,,,,,,,,,,,,
terminate,4398,terminate,terminate,terminates,terminated,terminating,terminatings,,,,,,,,,,,,,
terrible,1694,terrible,terrible,terribles,,,,,,,,,,,,,,,,
terribly,3690,terribly,terribly,,,,,,,,,,,,,,,,,
terrific,4386,terrific,terrific,terrifics,,,,,,,,,,,,,,,,
territory,2197,territory,territory,territories,,,,,,,,,,,,,,,,
terrorist,2171,terrorist,terrorist,terrorists,,,,,,,,,,,,,,,,
test,382,test,test,tested;tests,tested;testing,testing;testings,testings,,,,,,,,,,,,,
text,1098,text,text,texted;texts,texted;texting,texting;textings,textings,,,,,,,,,,,,,
textbook,4647,textbook,textbook,textbooks,,,,,,,,,,,,,,,,
than,119,than,than,,,,,,,,,,,,,,,,,
thank,294,thank,thank,thanked;thanks,thanked;thanking,thanking;thankings,thankings,,,,,,,,,,,,,
that,65,that,that,those,,,,,,,,,,,,,,,,
the,51,the,the,,,,,,,,,,,,,,,,,
theater,1443,theater,theater,theaters,theatre,theatres,,,,,,,,,,,,,,
theft,4516,theft,theft,thefts,,,,,,,,,,,,,,,,
theme,1622,theme,theme,themes,themed,theming,themings,,,,,,,,,,,,,
themselves,530,themselves,themselves,themself,,,,,,,,,,,,,,,,
then,121,then,then,,,,,,,,,,,,,,,,,
theoretical,2827,theoretical,theoretical,theoreticals,,,,,,,,,,,,,,,,
theory,926,theory,theory,theories,,,,,,,,,,,,,,,,
therapy,2548,therapy,therapy,therapies,,,,,,,,,,,,,,,,
there,90,there,there,,,,,,,,,,,,,,,,,
thereby,3196,thereby,thereby,,,,,,,,,,,,,,,,,
therefore,575,therefore,therefore,therefor,,,,,,,,,,,,,,,,
thesis,3805,thesis,thesis,theses,,,,,,,,,,,,,,,,
they,63,they,they,them;theys,em;them,em;their,their;theirs,theirs,,,,,,,,,,,,
thick,2050,thick,thick,thicker,thickest,,,,,,,,,,,,,,,
thin,1748,thin,thin,thins,thinned,thinning,thinner,thinnest,,,,,,,,,,,,
thing,137,thing,thing,things,,,,,,,,,,,,,,,,
think,97,think,think,thinks;thought,thinking;thought,thinked;thinking,thinked;thoughts,thoughts,,,,,,,,,,,,
thirst,2859,thirst,thirst,thirsts,thirsted,thirsting,thirstings,,,,,,,,,,,,,
thirty,38,thirty,thirty,thirtys,thirties,thirtieth,thirtieths,,,,,,,,,,,,,
this,69,this,this,these,,,,,,,,,,,,,,,,
thorough,4348,thorough,thorough,,,,,,,,,,,,,,,,,
thoroughly,3312,thoroughly,thoroughly,,,,,,,,,,,,,,,,,
though,277,though,though,,,,,,,,,,,,,,,,,
thousand,46,thousand,thousand,thousands,thousandth,thousandths,,,,,,,,,,,,,,
thread,3596,thread,thread,threads,threaded,threading,threadings,,,,,,,,,,,,,
threat,1398,threat,threat,threats,,,,,,,,,,,,,,,,
threaten,1571,threaten,threaten,threatens,threatened,threatening,threatenings,,,,,,,,,,,,,
three,20,three,three,threes,third,thirds,,,,,,,,,,,,,,
threshold,3966,threshold,threshold,thresholds,,,,,,,,,,,,,,,,
thrill,3262,thrill,thrill,thrills,thrilled,thrilling,thril,,,,,,,,,,,,,
throat,2554,throat,throat,throats,,,,,,,,,,,,,,,,
through,158,through,through,,,,,,,,,,,,,,,,,
throughout,947,throughout,throughout,,,,,,,,,,,,,,,,,
throw,903,throw,throw,threw;throws,threw;throwing,throwing;thrown,throwed;thrown,throwed,,,,,,,,,,,,
thumb,3994,thumb,thumb,thumbs,thumbed,thumbing,thumbings,,,,,,,,,,,,,
thus,734,thus,thus,,,,,,,,,,,,,,,,,
ticket,1299,ticket,ticket,tickets,ticketed,ticketing,ticketings,,,,,,,,,,,,,
tidy,4313,tidy,tidy,tidies,tidied,tidyed,tidying,tidier,tidiest,,,,,,,,,,,
tie,1566,tie,tie,ties,tied,tying,tieing,tieings,,,,,,,,,,,,
tight,2133,tight,tight,tighter,tightest,,,,,,,,,,,,,,,
tile,3972,tile,tile,tiles,tiled,tiling,tilings,,,,,,,,,,,,,
till,1621,till,till,tilled;tills,tilled;tilling,tilling;tillings,tillings,,,,,,,,,,,,,
