0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
occupancy,occupancies;occupancy,occupancies,,,,,,,,,,,,,,,
occupant,occupant;occupants,occupants,,,,,,,,,,,,,,,
o'clock,o'clock;o'clocks,o clock;o'clocks,o clock;o clocks,o clocks;oclock,oclock;oclocks,oclocks,,,,,,,,,,,
officially,,,,,,,,,,,,,,,,,
omit,omits,omited,omitting,omitted,,,,,,,,,,,,,
ongoing,ongoings,,,,,,,,,,,,,,,,
operational,operationals,,,,,,,,,,,,,,,,
opt,opts,opted,opting,optings,,,,,,,,,,,,,
optimistic,optimistics,,,,,,,,,,,,,,,,
optional,optional;optionals,optionals,,,,,,,,,,,,,,,
orchestra,orchestras,,,,,,,,,,,,,,,,
organizational,organisational,,,,,,,,,,,,,,,,
organizer,organizers,organiser,organisers,,,,,,,,,,,,,,
outage,outage;outages,outages,,,,,,,,,,,,,,,
outdate,outdate;outdates,outdated;outdates,outdated;outdating,outdating;outdatings,outdatings,,,,,,,,,,,,
outdoor,outdoors,,,,,,,,,,,,,,,,
outfit,outfits,outfitted,outfitting,outfittings,,,,,,,,,,,,,
outlook,outlooks,,,,,,,,,,,,,,,,
outstanding,outstandings,,,,,,,,,,,,,,,,
oval,oval;ovals,ovals,,,,,,,,,,,,,,,
oven,ovens,,,,,,,,,,,,,,,,
overcharge,overcharge;overcharges,overcharged;overcharges,overcharged;overcharging,overcharging;overchargings,overchargings,,,,,,,,,,,,
overcrowd,overcrowd;overcrowds,overcrowded;overcrowds,overcrowded;overcrowding,overcrowding;overcrowdings,overcrowdings,,,,,,,,,,,,
overdue,overdue,,,,,,,,,,,,,,,,
overlook,overlooks,overlooked,overlooking,overlookings,,,,,,,,,,,,,
overnight,overnights,overnighted,overnighting,overnightings,,,,,,,,,,,,,
overpay,overpaid;overpay,overpaid;overpaying,overpaying;overpays,overpays,,,,,,,,,,,,,
oversee,oversees,oversaw,overseen,overseeing,overseeings,,,,,,,,,,,,
overtime,overtime,,,,,,,,,,,,,,,,
packet,packets,,,,,,,,,,,,,,,,
pad,pads,padded,padding,paddings,,,,,,,,,,,,,
painter,painters,,,,,,,,,,,,,,,,
pamphlet,pamphlet;pamphlets,pamphlets,,,,,,,,,,,,,,,
pan,pans,panned,panning,pannings,,,,,,,,,,,,,
pant,pants,panted,panting,pantings,,,,,,,,,,,,,
paperback,paperback;paperbacks,paperbacks,,,,,,,,,,,,,,,
paperwork,paperwork;paperworks,paperworks,,,,,,,,,,,,,,,
parade,parades,paraded,parading,paradings,,,,,,,,,,,,,
paralegal,paralegal;paralegals,paralegals,,,,,,,,,,,,,,,
paraphrase,paraphrase;paraphrases,paraphrased;paraphrases,paraphrased;paraphrasing,paraphrasing;paraphrasings,paraphrasings,,,,,,,,,,,,
passport,passports,,,,,,,,,,,,,,,,
password,password;passwords,passwords,,,,,,,,,,,,,,,
pasta,pasta;pastas,pastas,,,,,,,,,,,,,,,
pastry,pastries;pastry,pastries,,,,,,,,,,,,,,,
patent,patents,patented,patenting,patentings,,,,,,,,,,,,,
patience,patiences,,,,,,,,,,,,,,,,
patron,patrons,,,,,,,,,,,,,,,,
payable,payable;payables,payables,,,,,,,,,,,,,,,
paycheck,paycheck;paychecks,paychecks,,,,,,,,,,,,,,,
payroll,payroll;payrolls,payrolls,,,,,,,,,,,,,,,
pedestrian,pedestrian;pedestrians,pedestrians,,,,,,,,,,,,,,,
penalize,penalize;penalizes,penalized;penalizes,penalized;penalizing,penalise;penalizing,penalise;penalises,penalised;penalises,penalised;penalising,penalising;penalisings,penalisings,,,,,,,,
pepper,peppers,peppered,peppering,pepperings,,,,,,,,,,,,,
performer,performers,,,,,,,,,,,,,,,,
periodical,periodical;periodicals,periodicals,,,,,,,,,,,,,,,
periodically,periodically,,,,,,,,,,,,,,,,
permanently,,,,,,,,,,,,,,,,,
personalize,personalize;personalizes,personalized;personalizes,personalized;personalizing,personalise;personalizing,personalise;personalises,personalised;personalises,personalised;personalising,personalising;personalisings,personalisings,,,,,,,,
pet,pets,petted,petting,pettings,,,,,,,,,,,,,
petition,petitions,petitioned,petitioning,petitionings,,,,,,,,,,,,,
pharmaceutical,pharmaceuticals,,,,,,,,,,,,,,,,
pharmacist,pharmacist;pharmacists,pharmacists,,,,,,,,,,,,,,,
pharmacy,pharmacies;pharmacy,pharmacies,,,,,,,,,,,,,,,
photocopier,photocopier;photocopiers,photocopiers,,,,,,,,,,,,,,,
photocopy,photocopies;photocopy,photocopied;photocopies,photocopied;photocopying,photocopying;photocopyings,photocopyings,,,,,,,,,,,,
photographer,photographers,,,,,,,,,,,,,,,,
photography,photographies,,,,,,,,,,,,,,,,
picnic,picnics,picnicked,picnicking,picnickings,,,,,,,,,,,,,
pie,pies,,,,,,,,,,,,,,,,
pill,pills,pilled,pilling,pillings,,,,,,,,,,,,,
pillow,pillows,pillowed,pillowing,pillowings,,,,,,,,,,,,,
pizza,pizzas,,,,,,,,,,,,,,,,
placement,placements,,,,,,,,,,,,,,,,
plow,plows,plowed,plowing,plough,ploughed,ploughing,ploughs,ploughings,,,,,,,,,
plumber,plumber;plumbers,plumbers,,,,,,,,,,,,,,,
polish,polishes,polished,polishing,polishings,,,,,,,,,,,,,
polite,politer,politest,,,,,,,,,,,,,,,
pollute,pollutes,polluted,polluting,pollutings,,,,,,,,,,,,,
poorly,,,,,,,,,,,,,,,,,
popcorn,popcorn,,,,,,,,,,,,,,,,
popularity,,,,,,,,,,,,,,,,,
portable,portables,,,,,,,,,,,,,,,,
postage,postage;postages,postages,,,,,,,,,,,,,,,
postal,postal;postals,postals,,,,,,,,,,,,,,,
postcard,postcards,,,,,,,,,,,,,,,,
postpone,postpones,postponed,postponing,postponings,,,,,,,,,,,,,
pottery,potteries;pottery,potteries,,,,,,,,,,,,,,,
premium,premiums,,,,,,,,,,,,,,,,
prescribe,prescribes,prescribed,prescribing,prescribings,,,,,,,,,,,,,
prescription,prescriptions,,,,,,,,,,,,,,,,
presenter,presenter;presenters,presenters,,,,,,,,,,,,,,,
prestigious,prestigious,,,,,,,,,,,,,,,,
preview,preview;previews,previewed;previews,previewed;previewing,previewing;previewings,previewings,,,,,,,,,,,,
probable,probables,,,,,,,,,,,,,,,,
professionally,professionally,,,,,,,,,,,,,,,,
proficiency,proficiencies;proficiency,proficiencies,,,,,,,,,,,,,,,
profitable,profitables,,,,,,,,,,,,,,,,
programmer,programmer;programmers,programer;programmers,programer;programers,programers,,,,,,,,,,,,,
prohibit,prohibits,prohibited,prohibiting,prohibitings,,,,,,,,,,,,,
projector,projector;projectors,projectors,,,,,,,,,,,,,,,
promotional,promotional;promotionals,promotionals,,,,,,,,,,,,,,,
promptly,promptly,,,,,,,,,,,,,,,,
proofread,proofread;proofreads,proofreaded;proofreads,proofreaded;proofreading,proofreading;proofreadings,proofreadings,,,,,,,,,,,,
prospective,,,,,,,,,,,,,,,,,
protective,,,,,,,,,,,,,,,,,
provider,providers,,,,,,,,,,,,,,,,
publicity,publicities,,,,,,,,,,,,,,,,
publicize,publicize;publicizes,publicized;publicizes,publicized;publicizing,publicise;publicizing,publicise;publicises,publicised;publicises,publicised;publicising,publicising;publicisings,publicisings,,,,,,,,
punctual,punctual;punctuals,punctuals,,,,,,,,,,,,,,,
purchaser,purchasers,,,,,,,,,,,,,,,,
purse,purses,pursed,pursing,pursings,,,,,,,,,,,,,
purser,purser;pursers,pursers,,,,,,,,,,,,,,,
quarterly,,,,,,,,,,,,,,,,,
query,queries,queried,querying,queryings,,,,,,,,,,,,,
quit,quits,quitted,quitting,quited,quiting,quitings,,,,,,,,,,,
railway,railways,,,,,,,,,,,,,,,,
raincoat,raincoat;raincoats,raincoats,,,,,,,,,,,,,,,
rainy,rainier;rainy,rainier;rainiest,rainiest,,,,,,,,,,,,,,
realtor,realtor;realtors,realtors,,,,,,,,,,,,,,,
rearrange,rearrange;rearranges,rearranged;rearranges,rearranged;rearranging,rearranging;rearrangings,rearrangings,,,,,,,,,,,,
reassure,reassures,reassured,reassuring,reassurings,,,,,,,,,,,,,
rebate,rebate;rebates,rebated;rebates,rebated;rebating,rebating;rebatings,rebatings,,,,,,,,,,,,
receipt,receipts,receipted,receipting,receiptings,,,,,,,,,,,,,
reception,receptions,,,,,,,,,,,,,,,,
receptionist,receptionist;receptionists,receptionists,,,,,,,,,,,,,,,
recession,recessions,,,,,,,,,,,,,,,,
recipient,recipients,,,,,,,,,,,,,,,,
reconsider,reconsider;reconsiders,reconsidered;reconsiders,reconsidered;reconsidering,reconsidering;reconsiderings,reconsiderings,,,,,,,,,,,,
recreation,recreation;recreations,recreations,,,,,,,,,,,,,,,
recreational,recreational;recreationals,recreationals,,,,,,,,,,,,,,,
recruiter,recruiter;recruiters,recruiters,,,,,,,,,,,,,,,
recruitment,recruitments,,,,,,,,,,,,,,,,
recur,recur;recurs,recurred;recurs,recurred;recurring,recurring;recurrings,recurrings,,,,,,,,,,,,
recycle,recycles,recycled,recycling,recyclings,,,,,,,,,,,,,
redecorate,redecorate;redecorates,redecorated;redecorates,redecorated;redecorating,redecorating;redecoratings,redecoratings,,,,,,,,,,,,
redesign,redesign;redesigns,redesigned;redesigns,redesigned;redesigning,redesigning;redesignings,redesignings,,,,,,,,,,,,
referee,referees,refereed,refereeing,refereeings,,,,,,,,,,,,,
referral,referral;referrals,referrals,,,,,,,,,,,,,,,
refinery,refineries;refinery,refineries,,,,,,,,,,,,,,,
reflexive,reflexive;reflexives,reflexives,,,,,,,,,,,,,,,
refresh,refreshes,refreshed,refreshing,refreshings,,,,,,,,,,,,,
refreshment,refreshment;refreshments,refreshments,,,,,,,,,,,,,,,
refrigerator,refrigerator;refrigerators,refrigerators,,,,,,,,,,,,,,,
refund,refund;refunds,refunded;refunds,refunded;refunding,refunding;refundings,refundings,,,,,,,,,,,,
refundable,refundable;refundables,refundables,,,,,,,,,,,,,,,
rehearsal,rehearsals,,,,,,,,,,,,,,,,
rehearse,rehearse;rehearses,rehearsed;rehearses,rehearsed;rehearsing,rehearsing;rehearsings,rehearsings,,,,,,,,,,,,
reimburse,reimburse;reimburses,reimbursed;reimburses,reimbursed;reimbursing,reimbursing;reimbursings,reimbursings,,,,,,,,,,,,
reimbursement,reimbursement;reimbursements,reimbursements,,,,,,,,,,,,,,,
relaxation,relaxations,,,,,,,,,,,,,,,,
relieve,relieves,relieved,relieving,relievings,,,,,,,,,,,,,
relocate,relocate;relocates,relocated;relocates,relocated;relocating,relocating;relocatings,relocatings,,,,,,,,,,,,
relocation,relocation;relocations,relocations,,,,,,,,,,,,,,,
reluctant,,,,,,,,,,,,,,,,,
remainder,remainders,remaindered,remaindering,remainderings,,,,,,,,,,,,,
reminder,reminders,,,,,,,,,,,,,,,,
remodel,remodel;remodels,remodeled;remodels,remodeled;remodeling,remodeling;remodelled,remodelled;remodelling,remodelling;remodellings,remodellings,,,,,,,,,,
removal,removals,,,,,,,,,,,,,,,,
renew,renews,renewed,renewing,renewings,,,,,,,,,,,,,
renewal,renewals,,,,,,,,,,,,,,,,
renovate,renovate;renovates,renovated;renovates,renovated;renovating,renovating;renovatings,renovatings,,,,,,,,,,,,
renovation,renovation;renovations,renovations,,,,,,,,,,,,,,,
renown,renown;renowned,renowned,,,,,,,,,,,,,,,
rental,rentals,,,,,,,,,,,,,,,,
renter,renter;renters,renters,,,,,,,,,,,,,,,
reopen,reopen;reopens,reopened;reopens,reopened;reopening,reopening;reopenings,reopenings,,,,,,,,,,,,
repairperson,repairperson,,,,,,,,,,,,,,,,
repeatedly,,,,,,,,,,,,,,,,,
repetition,repetitions,,,,,,,,,,,,,,,,
reschedule,reschedule;reschedules,rescheduled;reschedules,rescheduled;rescheduling,rescheduling;reschedulings,reschedulings,,,,,,,,,,,,
reservation,reservations,,,,,,,,,,,,,,,,
residence,residences,,,,,,,,,,,,,,,,
residential,residentials,,,,,,,,,,,,,,,,
resignation,resignations,,,,,,,,,,,,,,,,
respondent,respondents,,,,,,,,,,,,,,,,
restatement,restatement;restatements,restatements,,,,,,,,,,,,,,,
restroom,restroom;restrooms,restrooms,,,,,,,,,,,,,,,
r�sum�,r�sum�;r�sum�s,resum�;r�sum�s,resum�;resum�s,resum�s,,,,,,,,,,,,,
resume,resumes,resumed,resuming,resumings,,,,,,,,,,,,,
retailer,retailers,,,,,,,,,,,,,,,,
retreat,retreats,retreated,retreating,retreatings,,,,,,,,,,,,,
reunion,reunion;reunions,reunions,,,,,,,,,,,,,,,
reviewer,reviewer;reviewers,reviewers,,,,,,,,,,,,,,,
revision,revisions,,,,,,,,,,,,,,,,
revolutionize,revolutionize;revolutionizes,revolutionized;revolutionizes,revolutionized;revolutionizing,revolutionise;revolutionizing,revolutionise;revolutionises,revolutionised;revolutionises,revolutionised;revolutionising,revolutionising;revolutionisings,revolutionisings,,,,,,,,
rider,riders,,,,,,,,,,,,,,,,
rubber,rubbers,,,,,,,,,,,,,,,,
rug,rug;rugs,rugs,,,,,,,,,,,,,,,
rumor,rumors,rumored,rumoring,rumour,rumours,rumoured,rumouring,rumourings,,,,,,,,,
runner,runners,,,,,,,,,,,,,,,,
safely,,,,,,,,,,,,,,,,,
salad,salads,,,,,,,,,,,,,,,,
salesman,salesman;salesmen,salesmen,,,,,,,,,,,,,,,
salespeople,salespeople,,,,,,,,,,,,,,,,
salesperson,salesperson;salespersons,salespersons,,,,,,,,,,,,,,,
salon,salon;salons,salons,,,,,,,,,,,,,,,
sandwich,sandwiches,sandwiched,sandwiching,sandwichings,,,,,,,,,,,,,
satellite,satellites,,,,,,,,,,,,,,,,
satisfactory,,,,,,,,,,,,,,,,,
sauna,sauna;saunas,saunas,,,,,,,,,,,,,,,
scarf,scarf;scarves,scarfs;scarves,scarfs,,,,,,,,,,,,,,
scenery,sceneries,,,,,,,,,,,,,,,,
sculpture,sculptures,sculptured,sculpturing,sculpturings,,,,,,,,,,,,,
seafood,seafood;seafoods,seafoods,,,,,,,,,,,,,,,
seaside,seaside;seasides,seasides,,,,,,,,,,,,,,,
seasonal,seasonal;seasonals,seasonals,,,,,,,,,,,,,,,
sedan,sedan;sedans,sedans,,,,,,,,,,,,,,,
seeker,seeker;seekers,seekers,,,,,,,,,,,,,,,
seldom,,,,,,,,,,,,,,,,,
seller,sellers,,,,,,,,,,,,,,,,
sender,sender;senders,senders,,,,,,,,,,,,,,,
serial,serials,,,,,,,,,,,,,,,,
sew,sews,sewed,sewing,sewn,,,,,,,,,,,,,
sewer,sewer;sewers,sewers,,,,,,,,,,,,,,,
sharply,,,,,,,,,,,,,,,,,
shipment,shipment;shipments,shipments,,,,,,,,,,,,,,,
shopper,shopper;shoppers,shoppers,,,,,,,,,,,,,,,
shortage,shortages,,,,,,,,,,,,,,,,
shorten,shorten;shortens,shortened;shortens,shortened;shortening,shortening;shortenings,shortenings,,,,,,,,,,,,
showroom,showroom;showrooms,showrooms,,,,,,,,,,,,,,,
sidewalk,sidewalk;sidewalks,sidewalks,,,,,,,,,,,,,,,
sightsee,sightsee;sightsees,sightseeing;sightsees,sightsaw;sightseeing,sightsaw;sightseen,sightseeings;sightseen,sightseeings,,,,,,,,,,,
signature,signatures,,,,,,,,,,,,,,,,
signify,signifies;signify,signified;signifies,signified;signifying,signifying;signifyings,signifyings,,,,,,,,,,,,
silently,silently,,,,,,,,,,,,,,,,
sincerely,,,,,,,,,,,,,,,,,
skate,skates,skated,skating,skatings,,,,,,,,,,,,,
skateboard,skateboard;skateboards,skateboarded;skateboards,skateboarded;skateboarding,skateboarding;skateboardings,skateboardings,,,,,,,,,,,,
skim,skim;skims,skimmed;skims,skimmed;skimming,skimming;skimmings,skimmings,,,,,,,,,,,,
sleepy,sleepier;sleepy,sleepier,,,,,,,,,,,,,,,
sleeve,sleeves,sleeved,sleeving,sleevings,,,,,,,,,,,,,
smartphone,smartphone;smartphones,smartphoned;smartphones,smartphoned;smartphoning,smartphoning;smartphonings,smartphonings,,,,,,,,,,,,
smoothly,,,,,,,,,,,,,,,,,
snack,snacks,snacked,snacking,snackings,,,,,,,,,,,,,
snowy,snowiest;snowy,snowiest,,,,,,,,,,,,,,,
soap,soaps,soaped,soaping,soapings,,,,,,,,,,,,,
soar,soars,soared,soaring,soarings,,,,,,,,,,,,,
soccer,soccers,,,,,,,,,,,,,,,,
sock,socks,socked,socking,sockings,,,,,,,,,,,,,
sofa,sofas,,,,,,,,,,,,,,,,
someday,someday;somedays,somedays,,,,,,,,,,,,,,,
soup,soups,souped,souping,soupings,,,,,,,,,,,,,
spa,spa;spas,spas,,,,,,,,,,,,,,,
spacious,spacious,,,,,,,,,,,,,,,,
spam,spam;spams,spammed;spams,spammed;spamming,spamming;spammings,spammings,,,,,,,,,,,,
specially,,,,,,,,,,,,,,,,,
spectator,spectators,,,,,,,,,,,,,,,,
spill,spills,spilled,spilling,spilt,spillings,,,,,,,,,,,,
spite,,,,,,,,,,,,,,,,,
spokesperson,spokesperson;spokespersons,spokespeople;spokespersons,spokespeople,,,,,,,,,,,,,,
spouse,spouses,,,,,,,,,,,,,,,,
spreadsheet,spreadsheet;spreadsheets,spreadsheets,,,,,,,,,,,,,,,
staple,staple;staples,stapled;staples,stapled;stapling,stapling;staplings,staplings,,,,,,,,,,,,
stapler,stapler;staplers,staplers,,,,,,,,,,,,,,,
stationery,stationery,,,,,,,,,,,,,,,,
statue,statues,,,,,,,,,,,,,,,,
steadily,,,,,,,,,,,,,,,,,
steak,steak;steaks,steaks,,,,,,,,,,,,,,,
steer,steers,steered,steering,steerings,,,,,,,,,,,,,
stereo,stereo;stereos,stereos,,,,,,,,,,,,,,,
sticker,sticker;stickers,stickers,,,,,,,,,,,,,,,
stockbroker,stockbroker;stockbrokers,stockbrokers,,,,,,,,,,,,,,,
stockholder,stockholder;stockholders,stockholders,,,,,,,,,,,,,,,
storeroom,storeroom;storerooms,storerooms,,,,,,,,,,,,,,,
streamline,streamline;streamlines,streamlined;streamlines,streamlined;streamlining,streamlining;streamlinings,streamlinings,,,,,,,,,,,,
submission,submissions,,,,,,,,,,,,,,,,
subscribe,subscribe;subscribes,subscribed;subscribes,subscribed;subscribing,subscribing;subscribings,subscribings,,,,,,,,,,,,
subscriber,subscriber;subscribers,subscribers,,,,,,,,,,,,,,,
subscription,subscriptions,,,,,,,,,,,,,,,,
subsidize,subsidize;subsidizes,subsidized;subsidizes,subsidized;subsidizing,subsidise;subsidizing,subsidise;subsidises,subsidised;subsidises,subsidised;subsidising,subsidising;subsidisings,subsidisings,,,,,,,,
substantially,,,,,,,,,,,,,,,,,
suburb,suburbs,,,,,,,,,,,,,,,,
subway,subway;subways,subways,,,,,,,,,,,,,,,
sue,sues,sued,suing,sueing,sueings,,,,,,,,,,,,
suitcase,suitcases,,,,,,,,,,,,,,,,
suite,suites,,,,,,,,,,,,,,,,
sunny,sunnier,sunniest,,,,,,,,,,,,,,,
sunscreen,sunscreen;sunscreens,sunscreens,,,,,,,,,,,,,,,
sunshine,,,,,,,,,,,,,,,,,
superb,,,,,,,,,,,,,,,,,
supermarket,supermarkets,,,,,,,,,,,,,,,,
supervise,supervises,supervised,supervising,supervize,supervizes,supervized,supervizing,supervizings,,,,,,,,,
supervisor,supervisors,,,,,,,,,,,,,,,,
surf,surfs,surfed,surfing,surfings,,,,,,,,,,,,,
suspicious,,,,,,,,,,,,,,,,,
sweater,sweaters,,,,,,,,,,,,,,,,
tablecloth,tablecloth;tablecloths,tablecloths,,,,,,,,,,,,,,,
tablet,tablet;tablets,tablets,,,,,,,,,,,,,,,
tactic,tactics,,,,,,,,,,,,,,,,
tag,tags,tagged,tagging,taggings,,,,,,,,,,,,,
tailor,tailors,tailored,tailoring,tailorings,,,,,,,,,,,,,
takeover,takeover;takeovers,takeovers,,,,,,,,,,,,,,,
taker,taker;takers,takers,,,,,,,,,,,,,,,
tasty,tastier;tasty,tastier;tastiest,tastiest,,,,,,,,,,,,,,
technician,technician;technicians,technicians,,,,,,,,,,,,,,,
teen,teens,,,,,,,,,,,,,,,,
telecommunication,telecommunications,,,,,,,,,,,,,,,,
teller,teller;tellers,tellers,,,,,,,,,,,,,,,
temporarily,,,,,,,,,,,,,,,,,
tenant,tenants,tenanted,tenanting,tenantings,,,,,,,,,,,,,
terminate,terminates,terminated,terminating,terminatings,,,,,,,,,,,,,
termination,termination;terminations,terminations,,,,,,,,,,,,,,,
terrific,terrifics,,,,,,,,,,,,,,,,
theft,thefts,,,,,,,,,,,,,,,,
thirsty,thirstier;thirsty,thirstier;thirstiest,thirstiest,,,,,,,,,,,,,,
thorough,,,,,,,,,,,,,,,,,
thoroughly,,,,,,,,,,,,,,,,,
thrill,thrills,thrilled,thrilling,thril,,,,,,,,,,,,,
thunderstorm,thunderstorm;thunderstorms,thunderstorms,,,,,,,,,,,,,,,
tidy,tidies,tidied,tidyed,tidying,tidier,tidiest,,,,,,,,,,,
tile,tiles,tiled,tiling,tilings,,,,,,,,,,,,,
timeline,timeline;timelines,timelines,,,,,,,,,,,,,,,
timely,timely,,,,,,,,,,,,,,,,
timer,timer;timers,timers,,,,,,,,,,,,,,,
timetable,timetables,timetabled,timetabling,timetablings,,,,,,,,,,,,,
toiletry,toiletries;toiletry,toiletries,,,,,,,,,,,,,,,
toll,tolls,tolled,tolling,tollings,,,,,,,,,,,,,
tomato,tomatoes,,,,,,,,,,,,,,,,
toner,toner;toners,toners,,,,,,,,,,,,,,,
tow,tow;tows,towed;tows,towed;towing,towing;towings,towings,,,,,,,,,,,,
towel,towels,towelled,towelling,towellings,,,,,,,,,,,,,
trademark,trademark;trademarks,trademarks,,,,,,,,,,,,,,,
trainee,trainees,,,,,,,,,,,,,,,,
trainer,trainers,,,,,,,,,,,,,,,,
transit,transit;transits,transited;transits,transited;transiting,transiting;transitings,transitings,,,,,,,,,,,,
translator,translators,,,,,,,,,,,,,,,,
trash,trashes,trashed,trashing,trashings,,,,,,,,,,,,,
traveler,travelers,traveller,travellers,,,,,,,,,,,,,,
tray,trays,,,,,,,,,,,,,,,,
tuition,tuitions,,,,,,,,,,,,,,,,
tuna,tuna;tunas,tunas,,,,,,,,,,,,,,,
tunnel,tunnels,tunneled,tunneling,tunnelings,tunnelled,tunnelling,tunnellings,,,,,,,,,,
turnover,turnovers,,,,,,,,,,,,,,,,
umbrella,umbrellas,,,,,,,,,,,,,,,,
unattended,unattended,,,,,,,,,,,,,,,,
unauthorize,unauthorize;unauthorizes,unauthorized;unauthorizes,unauthorized;unauthorizing,unauthorizing;unauthorizings,unauthorise;unauthorizings,unauthorise;unauthorised,unauthorised;unauthorising,unauthorising,,,,,,,,,
unavailable,unavailable;unavailables,unavailables,,,,,,,,,,,,,,,
uncomfortable,uncomfortables,,,,,,,,,,,,,,,,
underground,,,,,,,,,,,,,,,,,
underline,underlines,underlined,underlining,underlinings,,,,,,,,,,,,,
underway,underway;underways,underways,,,,,,,,,,,,,,,
unexpected,unexpecting,unexpectings,,,,,,,,,,,,,,,
unfamiliar,unfamiliars,,,,,,,,,,,,,,,,
unhappy,unhappier,unhappiest,,,,,,,,,,,,,,,
unlimited,unlimited,,,,,,,,,,,,,,,,
unload,unload;unloads,unloaded;unloads,unloaded;unloading,unloading;unloadings,unloadings,,,,,,,,,,,,
unnecessary,,,,,,,,,,,,,,,,,
unpaid,unpaid,,,,,,,,,,,,,,,,
unpleasant,,,,,,,,,,,,,,,,,
unplug,unplug;unplugs,unpluged;unplugs,unpluged;unpluging,unpluging;unplugings,unplugged;unplugings,unplugged;unplugging,unplugging;unpluggings,unpluggings,,,,,,,,,
unreal,unreal;unreals,unreals,,,,,,,,,,,,,,,
unreliable,unreliable;unreliables,unreliables,,,,,,,,,,,,,,,
unspecified,unspecified,,,,,,,,,,,,,,,,
unsure,unsure,,,,,,,,,,,,,,,,
unused,unused,,,,,,,,,,,,,,,,
unusually,,,,,,,,,,,,,,,,,
upcoming,upcoming;upcomings,upcomings,,,,,,,,,,,,,,,
upgrade,upgrades,upgraded,upgrading,upgradings,,,,,,,,,,,,,
upstairs,,,,,,,,,,,,,,,,,
urgent,urgentest,,,,,,,,,,,,,,,,
urgently,urgently,,,,,,,,,,,,,,,,
vacancy,vacancies;vacancy,vacancies,,,,,,,,,,,,,,,
vacant,vacant;vacants,vacants,,,,,,,,,,,,,,,
vacate,vacate;vacates,vacated;vacates,vacated;vacating,vacating;vacatings,vacatings,,,,,,,,,,,,
vacation,vacations,vacationed,vacationing,vacationings,,,,,,,,,,,,,
vacuum,vacuums,vacuumed,vacuuming,vacuumings,,,,,,,,,,,,,
validate,validate;validates,validated;validates,validated;validating,validating;validatings,validatings,,,,,,,,,,,,
vanilla,vanilla,,,,,,,,,,,,,,,,
vase,vase;vases,vases,,,,,,,,,,,,,,,
vegetarian,vegetarians,,,,,,,,,,,,,,,,
vend,vend;vends,vended;vends,vended;vending,vending;vendings,vendings,,,,,,,,,,,,
